start creating config files...
update config files success
Computational complexity:       4.12 GMac
Number of parameters:           23.92 M 
no checkpoints
[0][0/750]	Loss:5.26883	Lr:0.001000	Data:0594ms	Train:0089ms	Mem:1.01Gb	Prec@1:0.0000
[10][150/725]	Loss:0.87534	Lr:0.000000	Data:0022ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7061
[10][200/725]	Loss:1.50062	Lr:0.000000	Data:0010ms	Train:0007ms	Mem:1.06Gb	Prec@1:0.7407
[10][250/725]	Loss:2.58365	Lr:0.000000	Data:0016ms	Train:0014ms	Mem:1.06Gb	Prec@1:0.7181
[10][300/725]	Loss:0.03942	Lr:0.000000	Data:0025ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7400
[10][350/725]	Loss:0.21185	Lr:0.000000	Data:0013ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7447
[10][400/725]	Loss:0.69478	Lr:0.000000	Data:0026ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7438
[10][450/725]	Loss:2.25100	Lr:0.000000	Data:0012ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7331
[10][500/725]	Loss:0.00654	Lr:0.000000	Data:0014ms	Train:0008ms	Mem:1.06Gb	Prec@1:0.7290
[10][550/725]	Loss:2.69298	Lr:0.000000	Data:0012ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7189
[10][600/725]	Loss:0.33554	Lr:0.000000	Data:0010ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7252
[10][650/725]	Loss:2.33952	Lr:0.000000	Data:0016ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7245
[10][700/725]	Loss:0.02643	Lr:0.000000	Data:0012ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7325
Train Prec@1:0.6964	Val Prec@1:0.7335
BestV Prec@1:0.7394	Best Epoch:9
[11][0/750]	Loss:2.12138	Lr:0.001000	Data:0573ms	Train:0070ms	Mem:1.06Gb	Prec@1:0.2500
[11][150/750]	Loss:0.72220	Lr:0.001000	Data:0001ms	Train:0081ms	Mem:1.06Gb	Prec@1:0.7177
[11][300/750]	Loss:0.83692	Lr:0.001000	Data:0001ms	Train:0075ms	Mem:1.06Gb	Prec@1:0.7184
[11][450/750]	Loss:0.99476	Lr:0.001000	Data:0001ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.7176
[11][600/750]	Loss:0.48559	Lr:0.001000	Data:0001ms	Train:0061ms	Mem:1.06Gb	Prec@1:0.7149
[11][0/725]	Loss:1.61599	Lr:0.000000	Data:0684ms	Train:0008ms	Mem:1.06Gb	Prec@1:0.6250
[11][50/725]	Loss:0.43610	Lr:0.000000	Data:0012ms	Train:0020ms	Mem:1.06Gb	Prec@1:0.8064
[11][100/725]	Loss:0.97583	Lr:0.000000	Data:0021ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7450
[11][150/725]	Loss:1.30293	Lr:0.000000	Data:0019ms	Train:0037ms	Mem:1.06Gb	Prec@1:0.7409
[11][200/725]	Loss:1.99532	Lr:0.000000	Data:0016ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7606
[11][250/725]	Loss:3.53782	Lr:0.000000	Data:0020ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7366
[11][300/725]	Loss:0.08250	Lr:0.000000	Data:0013ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7608
[11][350/725]	Loss:0.03692	Lr:0.000000	Data:0017ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7714
[11][400/725]	Loss:1.25210	Lr:0.000000	Data:0011ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7665
[11][450/725]	Loss:0.61940	Lr:0.000000	Data:0015ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7603
[11][500/725]	Loss:0.04458	Lr:0.000000	Data:0039ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7592
[11][550/725]	Loss:0.65053	Lr:0.000000	Data:0010ms	Train:0008ms	Mem:1.06Gb	Prec@1:0.7484
[11][600/725]	Loss:1.37345	Lr:0.000000	Data:0024ms	Train:0008ms	Mem:1.06Gb	Prec@1:0.7562
[11][650/725]	Loss:2.73308	Lr:0.000000	Data:0020ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7569
[11][700/725]	Loss:0.15020	Lr:0.000000	Data:0012ms	Train:0004ms	Mem:1.06Gb	Prec@1:0.7644
Train Prec@1:0.7140	Val Prec@1:0.7642
BestV Prec@1:0.7642	Best Epoch:11
[12][0/750]	Loss:0.43562	Lr:0.001000	Data:0610ms	Train:0063ms	Mem:1.06Gb	Prec@1:1.0000
[12][150/750]	Loss:0.63773	Lr:0.001000	Data:0001ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.7550
[12][300/750]	Loss:1.02464	Lr:0.001000	Data:0001ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.7496
[12][450/750]	Loss:0.62246	Lr:0.001000	Data:0001ms	Train:0061ms	Mem:1.06Gb	Prec@1:0.7453
[12][600/750]	Loss:1.07178	Lr:0.001000	Data:0001ms	Train:0074ms	Mem:1.06Gb	Prec@1:0.7440
[12][0/725]	Loss:1.61950	Lr:0.000000	Data:0653ms	Train:0007ms	Mem:1.06Gb	Prec@1:0.7500
[12][50/725]	Loss:0.77909	Lr:0.000000	Data:0007ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8211
[12][100/725]	Loss:0.76582	Lr:0.000000	Data:0012ms	Train:0037ms	Mem:1.06Gb	Prec@1:0.7327
[12][150/725]	Loss:1.35919	Lr:0.000000	Data:0026ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7161
[12][200/725]	Loss:0.89266	Lr:0.000000	Data:0011ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7456
[12][250/725]	Loss:3.36840	Lr:0.000000	Data:0016ms	Train:0025ms	Mem:1.06Gb	Prec@1:0.7251
[12][300/725]	Loss:0.02884	Lr:0.000000	Data:0012ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7500
[12][350/725]	Loss:0.07701	Lr:0.000000	Data:0012ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7575
[12][400/725]	Loss:0.26059	Lr:0.000000	Data:0013ms	Train:0011ms	Mem:1.06Gb	Prec@1:0.7609
[12][450/725]	Loss:2.29040	Lr:0.000000	Data:0012ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7500
[12][500/725]	Loss:1.68406	Lr:0.000000	Data:0022ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7488
[12][550/725]	Loss:2.41264	Lr:0.000000	Data:0014ms	Train:0009ms	Mem:1.06Gb	Prec@1:0.7389
[12][600/725]	Loss:0.36980	Lr:0.000000	Data:0012ms	Train:0026ms	Mem:1.06Gb	Prec@1:0.7483
[12][650/725]	Loss:2.86854	Lr:0.000000	Data:0029ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7510
[12][700/725]	Loss:0.48412	Lr:0.000000	Data:0012ms	Train:0004ms	Mem:1.06Gb	Prec@1:0.7571
Train Prec@1:0.7412	Val Prec@1:0.7577
BestV Prec@1:0.7642	Best Epoch:11
[13][0/750]	Loss:1.27952	Lr:0.001000	Data:0573ms	Train:0061ms	Mem:1.06Gb	Prec@1:0.7500
[13][150/750]	Loss:1.73521	Lr:0.001000	Data:0001ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.7318
[13][300/750]	Loss:1.44908	Lr:0.001000	Data:0001ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.7330
[13][450/750]	Loss:0.69583	Lr:0.001000	Data:0001ms	Train:0061ms	Mem:1.06Gb	Prec@1:0.7292
[13][600/750]	Loss:1.12214	Lr:0.001000	Data:0001ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.7273
[13][0/725]	Loss:0.99711	Lr:0.000000	Data:0605ms	Train:0013ms	Mem:1.06Gb	Prec@1:0.8750
[13][50/725]	Loss:0.34955	Lr:0.000000	Data:0013ms	Train:0020ms	Mem:1.06Gb	Prec@1:0.8088
[13][100/725]	Loss:0.96660	Lr:0.000000	Data:0029ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7252
[13][150/725]	Loss:1.48473	Lr:0.000000	Data:0029ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7276
[13][200/725]	Loss:1.38485	Lr:0.000000	Data:0021ms	Train:0009ms	Mem:1.06Gb	Prec@1:0.7655
[13][250/725]	Loss:2.33646	Lr:0.000000	Data:0016ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7390
[13][300/725]	Loss:0.00339	Lr:0.000000	Data:0014ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7591
[13][350/725]	Loss:0.23743	Lr:0.000000	Data:0022ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7703
[13][400/725]	Loss:0.65646	Lr:0.000000	Data:0016ms	Train:0025ms	Mem:1.06Gb	Prec@1:0.7637
[13][450/725]	Loss:4.37631	Lr:0.000000	Data:0012ms	Train:0007ms	Mem:1.06Gb	Prec@1:0.7558
[13][500/725]	Loss:0.01631	Lr:0.000000	Data:0015ms	Train:0014ms	Mem:1.06Gb	Prec@1:0.7582
[13][550/725]	Loss:1.78816	Lr:0.000000	Data:0017ms	Train:0015ms	Mem:1.06Gb	Prec@1:0.7482
[13][600/725]	Loss:0.29734	Lr:0.000000	Data:0012ms	Train:0007ms	Mem:1.06Gb	Prec@1:0.7577
[13][650/725]	Loss:2.07015	Lr:0.000000	Data:0022ms	Train:0011ms	Mem:1.06Gb	Prec@1:0.7609
[13][700/725]	Loss:0.16929	Lr:0.000000	Data:0011ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7691
Train Prec@1:0.7314	Val Prec@1:0.7713
BestV Prec@1:0.7713	Best Epoch:13
[14][0/750]	Loss:1.01114	Lr:0.001000	Data:0596ms	Train:0090ms	Mem:1.06Gb	Prec@1:0.6250
[14][150/750]	Loss:0.76027	Lr:0.001000	Data:0001ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.7492
[14][300/750]	Loss:0.56384	Lr:0.001000	Data:0002ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.7571
[14][450/750]	Loss:1.24635	Lr:0.001000	Data:0001ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.7539
[14][600/750]	Loss:1.22428	Lr:0.001000	Data:0001ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.7525
[14][0/725]	Loss:0.99289	Lr:0.000000	Data:0632ms	Train:0017ms	Mem:1.06Gb	Prec@1:0.6250
[14][50/725]	Loss:0.76178	Lr:0.000000	Data:0022ms	Train:0034ms	Mem:1.06Gb	Prec@1:0.8260
[14][100/725]	Loss:0.48755	Lr:0.000000	Data:0029ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7562
[14][150/725]	Loss:0.75150	Lr:0.000000	Data:0015ms	Train:0029ms	Mem:1.06Gb	Prec@1:0.7459
[14][200/725]	Loss:1.49868	Lr:0.000000	Data:0012ms	Train:0019ms	Mem:1.06Gb	Prec@1:0.7612
[14][250/725]	Loss:3.44547	Lr:0.000000	Data:0027ms	Train:0041ms	Mem:1.06Gb	Prec@1:0.7341
[14][300/725]	Loss:0.01060	Lr:0.000000	Data:0013ms	Train:0043ms	Mem:1.06Gb	Prec@1:0.7496
[14][350/725]	Loss:0.45339	Lr:0.000000	Data:0016ms	Train:0009ms	Mem:1.06Gb	Prec@1:0.7578
[14][400/725]	Loss:0.38352	Lr:0.000000	Data:0014ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7600
[14][450/725]	Loss:1.98421	Lr:0.000000	Data:0018ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7517
[14][500/725]	Loss:0.00183	Lr:0.000000	Data:0012ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7530
[14][550/725]	Loss:0.24911	Lr:0.000000	Data:0012ms	Train:0026ms	Mem:1.06Gb	Prec@1:0.7480
[14][600/725]	Loss:0.72417	Lr:0.000000	Data:0011ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7515
[14][650/725]	Loss:2.31711	Lr:0.000000	Data:0026ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7536
[14][700/725]	Loss:0.01558	Lr:0.000000	Data:0012ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7616
Train Prec@1:0.7482	Val Prec@1:0.7632
BestV Prec@1:0.7713	Best Epoch:13
[15][0/750]	Loss:0.88322	Lr:0.001000	Data:0598ms	Train:0076ms	Mem:1.06Gb	Prec@1:0.7500
[15][150/750]	Loss:1.69461	Lr:0.001000	Data:0001ms	Train:0061ms	Mem:1.06Gb	Prec@1:0.7657
[15][300/750]	Loss:0.64164	Lr:0.001000	Data:0001ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.7546
[15][450/750]	Loss:0.84791	Lr:0.001000	Data:0000ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.7470
[15][600/750]	Loss:1.45351	Lr:0.001000	Data:0001ms	Train:0061ms	Mem:1.06Gb	Prec@1:0.7429
[15][0/725]	Loss:1.86073	Lr:0.000000	Data:0611ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7500
[15][50/725]	Loss:0.28186	Lr:0.000000	Data:0024ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8015
[15][100/725]	Loss:1.22769	Lr:0.000000	Data:0022ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7488
[15][150/725]	Loss:1.12263	Lr:0.000000	Data:0012ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7235
[15][200/725]	Loss:1.79788	Lr:0.000000	Data:0011ms	Train:0008ms	Mem:1.06Gb	Prec@1:0.7413
[15][250/725]	Loss:2.27907	Lr:0.000000	Data:0011ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7196
[15][300/725]	Loss:0.02813	Lr:0.000000	Data:0012ms	Train:0007ms	Mem:1.06Gb	Prec@1:0.7442
[15][350/725]	Loss:0.06198	Lr:0.000000	Data:0022ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7507
[15][400/725]	Loss:0.34373	Lr:0.000000	Data:0009ms	Train:0020ms	Mem:1.06Gb	Prec@1:0.7531
[15][450/725]	Loss:3.36160	Lr:0.000000	Data:0031ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7406
[15][500/725]	Loss:0.00550	Lr:0.000000	Data:0014ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7400
[15][550/725]	Loss:2.27176	Lr:0.000000	Data:0013ms	Train:0025ms	Mem:1.06Gb	Prec@1:0.7307
[15][600/725]	Loss:0.11094	Lr:0.000000	Data:0011ms	Train:0010ms	Mem:1.06Gb	Prec@1:0.7371
[15][650/725]	Loss:1.54220	Lr:0.000000	Data:0012ms	Train:0039ms	Mem:1.06Gb	Prec@1:0.7389
[15][700/725]	Loss:0.09657	Lr:0.000000	Data:0012ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7491
Train Prec@1:0.7434	Val Prec@1:0.7494
BestV Prec@1:0.7713	Best Epoch:13
[16][0/750]	Loss:0.17500	Lr:0.001000	Data:0580ms	Train:0067ms	Mem:1.06Gb	Prec@1:1.0000
[16][150/750]	Loss:0.93729	Lr:0.001000	Data:0001ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.7790
[16][300/750]	Loss:1.19674	Lr:0.001000	Data:0001ms	Train:0061ms	Mem:1.06Gb	Prec@1:0.7733
[16][450/750]	Loss:1.07394	Lr:0.001000	Data:0001ms	Train:0061ms	Mem:1.06Gb	Prec@1:0.7700
[16][600/750]	Loss:1.14429	Lr:0.001000	Data:0001ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.7673
[16][0/725]	Loss:2.07472	Lr:0.000000	Data:0610ms	Train:0019ms	Mem:1.06Gb	Prec@1:0.5000
[16][50/725]	Loss:0.40280	Lr:0.000000	Data:0021ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8137
[16][100/725]	Loss:0.37822	Lr:0.000000	Data:0028ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7277
[16][150/725]	Loss:1.75768	Lr:0.000000	Data:0012ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7252
[16][200/725]	Loss:2.21516	Lr:0.000000	Data:0011ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7394
[16][250/725]	Loss:3.04258	Lr:0.000000	Data:0032ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7231
[16][300/725]	Loss:0.00267	Lr:0.000000	Data:0012ms	Train:0011ms	Mem:1.06Gb	Prec@1:0.7467
[16][350/725]	Loss:0.01340	Lr:0.000000	Data:0017ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7543
[16][400/725]	Loss:0.11088	Lr:0.000000	Data:0014ms	Train:0038ms	Mem:1.06Gb	Prec@1:0.7522
[16][450/725]	Loss:4.28788	Lr:0.000000	Data:0026ms	Train:0009ms	Mem:1.06Gb	Prec@1:0.7389
[16][500/725]	Loss:0.00990	Lr:0.000000	Data:0021ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7370
[16][550/725]	Loss:1.34041	Lr:0.000000	Data:0016ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7296
[16][600/725]	Loss:1.69583	Lr:0.000000	Data:0016ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7307
[16][650/725]	Loss:2.81120	Lr:0.000000	Data:0031ms	Train:0012ms	Mem:1.06Gb	Prec@1:0.7258
[16][700/725]	Loss:0.32199	Lr:0.000000	Data:0011ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7361
Train Prec@1:0.7618	Val Prec@1:0.7363
BestV Prec@1:0.7713	Best Epoch:13
[17][0/750]	Loss:0.43237	Lr:0.001000	Data:0557ms	Train:0081ms	Mem:1.06Gb	Prec@1:0.8750
[17][150/750]	Loss:0.83098	Lr:0.001000	Data:0001ms	Train:0073ms	Mem:1.06Gb	Prec@1:0.7690
[17][300/750]	Loss:0.87458	Lr:0.001000	Data:0001ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.7629
[17][450/750]	Loss:0.67339	Lr:0.001000	Data:0001ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.7694
[17][600/750]	Loss:0.21140	Lr:0.001000	Data:0002ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.7698
[17][0/725]	Loss:1.99304	Lr:0.000000	Data:0586ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.6250
[17][50/725]	Loss:0.13197	Lr:0.000000	Data:0018ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.8015
[17][100/725]	Loss:0.67322	Lr:0.000000	Data:0029ms	Train:0035ms	Mem:1.06Gb	Prec@1:0.7401
[17][150/725]	Loss:1.20074	Lr:0.000000	Data:0015ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7318
[17][200/725]	Loss:1.17905	Lr:0.000000	Data:0012ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7550
[17][250/725]	Loss:2.91349	Lr:0.000000	Data:0015ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7336
[17][300/725]	Loss:0.00332	Lr:0.000000	Data:0008ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7517
[17][350/725]	Loss:0.39819	Lr:0.000000	Data:0014ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7561
[17][400/725]	Loss:0.28220	Lr:0.000000	Data:0012ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7466
[17][450/725]	Loss:2.59156	Lr:0.000000	Data:0024ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7420
[17][500/725]	Loss:0.00040	Lr:0.000000	Data:0034ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7415
[17][550/725]	Loss:3.53788	Lr:0.000000	Data:0013ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7364
[17][600/725]	Loss:1.11514	Lr:0.000000	Data:0021ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7473
[17][650/725]	Loss:2.41745	Lr:0.000000	Data:0034ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7512
[17][700/725]	Loss:0.16592	Lr:0.000000	Data:0012ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7605
Train Prec@1:0.7671	Val Prec@1:0.7615
BestV Prec@1:0.7713	Best Epoch:13
[18][0/750]	Loss:1.67591	Lr:0.001000	Data:0572ms	Train:0078ms	Mem:1.06Gb	Prec@1:0.6250
[18][150/750]	Loss:1.18310	Lr:0.001000	Data:0002ms	Train:0097ms	Mem:1.06Gb	Prec@1:0.7732
[18][300/750]	Loss:0.69666	Lr:0.001000	Data:0001ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.7766
[18][450/750]	Loss:1.00350	Lr:0.001000	Data:0001ms	Train:0076ms	Mem:1.06Gb	Prec@1:0.7772
[18][600/750]	Loss:0.15410	Lr:0.001000	Data:0001ms	Train:0061ms	Mem:1.06Gb	Prec@1:0.7727
[18][0/725]	Loss:2.07600	Lr:0.000000	Data:0630ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7500
[18][50/725]	Loss:0.33878	Lr:0.000000	Data:0028ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7917
[18][100/725]	Loss:0.27643	Lr:0.000000	Data:0011ms	Train:0015ms	Mem:1.06Gb	Prec@1:0.7389
[18][150/725]	Loss:1.36061	Lr:0.000000	Data:0026ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7310
[18][200/725]	Loss:1.38305	Lr:0.000000	Data:0012ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7637
[18][250/725]	Loss:2.46021	Lr:0.000000	Data:0036ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7450
[18][300/725]	Loss:0.10098	Lr:0.000000	Data:0016ms	Train:0017ms	Mem:1.06Gb	Prec@1:0.7596
[18][350/725]	Loss:0.02725	Lr:0.000000	Data:0013ms	Train:0010ms	Mem:1.06Gb	Prec@1:0.7671
[18][400/725]	Loss:0.15779	Lr:0.000000	Data:0024ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7665
[18][450/725]	Loss:2.43587	Lr:0.000000	Data:0014ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7597
[18][500/725]	Loss:0.05753	Lr:0.000000	Data:0024ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7587
[18][550/725]	Loss:2.11100	Lr:0.000000	Data:0012ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7475
[18][600/725]	Loss:0.97422	Lr:0.000000	Data:0015ms	Train:0014ms	Mem:1.06Gb	Prec@1:0.7571
[18][650/725]	Loss:2.57078	Lr:0.000000	Data:0012ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7584
[18][700/725]	Loss:0.29085	Lr:0.000000	Data:0012ms	Train:0004ms	Mem:1.06Gb	Prec@1:0.7652
Train Prec@1:0.7693	Val Prec@1:0.7658
BestV Prec@1:0.7713	Best Epoch:13
[19][0/750]	Loss:0.42707	Lr:0.001000	Data:0568ms	Train:0063ms	Mem:1.06Gb	Prec@1:0.8750
[19][150/750]	Loss:0.87993	Lr:0.001000	Data:0001ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.8088
[19][300/750]	Loss:0.36603	Lr:0.001000	Data:0001ms	Train:0061ms	Mem:1.06Gb	Prec@1:0.8007
[19][450/750]	Loss:0.34202	Lr:0.001000	Data:0001ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.7960
[19][600/750]	Loss:0.65919	Lr:0.001000	Data:0001ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.7908
[19][0/725]	Loss:2.20738	Lr:0.000000	Data:0616ms	Train:0008ms	Mem:1.06Gb	Prec@1:0.6250
[19][50/725]	Loss:0.50929	Lr:0.000000	Data:0012ms	Train:0007ms	Mem:1.06Gb	Prec@1:0.8211
[19][100/725]	Loss:0.34219	Lr:0.000000	Data:0033ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7624
[19][150/725]	Loss:1.50841	Lr:0.000000	Data:0027ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7450
[19][200/725]	Loss:2.03071	Lr:0.000000	Data:0003ms	Train:0010ms	Mem:1.06Gb	Prec@1:0.7568
[19][250/725]	Loss:3.32304	Lr:0.000000	Data:0017ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7276
[19][300/725]	Loss:0.00117	Lr:0.000000	Data:0023ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7517
[19][350/725]	Loss:0.08785	Lr:0.000000	Data:0015ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7553
[19][400/725]	Loss:0.29503	Lr:0.000000	Data:0016ms	Train:0045ms	Mem:1.06Gb	Prec@1:0.7565
[19][450/725]	Loss:2.52523	Lr:0.000000	Data:0015ms	Train:0007ms	Mem:1.06Gb	Prec@1:0.7461
[19][500/725]	Loss:0.00195	Lr:0.000000	Data:0012ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7453
[19][550/725]	Loss:1.62045	Lr:0.000000	Data:0003ms	Train:0014ms	Mem:1.06Gb	Prec@1:0.7359
[19][600/725]	Loss:0.93248	Lr:0.000000	Data:0012ms	Train:0008ms	Mem:1.06Gb	Prec@1:0.7438
[19][650/725]	Loss:2.23241	Lr:0.000000	Data:0013ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7456
[19][700/725]	Loss:0.11418	Lr:0.000000	Data:0011ms	Train:0004ms	Mem:1.06Gb	Prec@1:0.7545
Train Prec@1:0.7853	Val Prec@1:0.7566
BestV Prec@1:0.7713	Best Epoch:13
[20][0/750]	Loss:0.90671	Lr:0.001000	Data:0583ms	Train:0068ms	Mem:1.06Gb	Prec@1:0.7500
[20][150/750]	Loss:1.40283	Lr:0.001000	Data:0001ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.7964
[20][300/750]	Loss:0.24747	Lr:0.001000	Data:0001ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.8036
[20][450/750]	Loss:0.38261	Lr:0.001000	Data:0001ms	Train:0060ms	Mem:1.06Gb	Prec@1:0.7991
[20][600/750]	Loss:0.15607	Lr:0.001000	Data:0001ms	Train:0061ms	Mem:1.06Gb	Prec@1:0.7947
[20][0/725]	Loss:1.33311	Lr:0.000000	Data:0627ms	Train:0015ms	Mem:1.06Gb	Prec@1:0.7500
[20][50/725]	Loss:1.30852	Lr:0.000000	Data:0023ms	Train:0037ms	Mem:1.06Gb	Prec@1:0.8039
[20][100/725]	Loss:0.29843	Lr:0.000000	Data:0015ms	Train:0007ms	Mem:1.06Gb	Prec@1:0.7562
[20][150/725]	Loss:1.29820	Lr:0.000000	Data:0013ms	Train:0008ms	Mem:1.06Gb	Prec@1:0.7384
[20][200/725]	Loss:2.75274	Lr:0.000000	Data:0012ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7519
[20][250/725]	Loss:3.41902	Lr:0.000000	Data:0023ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7306
[20][300/725]	Loss:0.00093	Lr:0.000000	Data:0027ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7483
[20][350/725]	Loss:0.07869	Lr:0.000000	Data:0012ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7618
[20][400/725]	Loss:0.36223	Lr:0.000000	Data:0021ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7640
[20][450/725]	Loss:2.94697	Lr:0.000000	Data:0022ms	Train:0005ms	Mem:1.06Gb	Prec@1:0.7564
[20][500/725]	Loss:0.00100	Lr:0.000000	Data:0006ms	Train:0010ms	Mem:1.06Gb	Prec@1:0.7522
[20][550/725]	Loss:2.11361	Lr:0.000000	Data:0015ms	Train:0006ms	Mem:1.06Gb	Prec@1:0.7461
